gain	19	3	-93.51
gain	3	20	-87.80
gain	20	3	-91.54
gain	3	21	-87.92
gain	21	3	-83.13
gain	3	22	-82.07
gain	22	3	-84.36
gain	3	23	-72.08
gain	23	3	-78.91
gain	3	24	-81.49
gain	24	3	-81.51
gain	3	25	-88.70
gain	25	3	-85.84
gain	3	26	-98.57
gain	26	3	-88.81
gain	3	27	-91.52
gain	27	3	-95.28
gain	3	28	-100.73
gain	28	3	-93.52
gain	3	29	-98.26
gain	29	3	-90.30
gain	3	30	-89.62
gain	30	3	-84.80
gain	3	31	-87.93
gain	31	3	-86.22
gain	3	32	-87.28
gain	32	3	-88.35
gain	3	33	-88.59
gain	33	3	-86.44
gain	3	34	-89.69
gain	34	3	-81.86
gain	3	35	-94.29
gain	35	3	-91.05
gain	3	36	-90.71
gain	36	3	-87.56
gain	3	37	-96.18
gain	37	3	-92.99
gain	3	38	-96.02
gain	38	3	-94.99
gain	3	39	-95.98
gain	39	3	-95.23
gain	3	40	-89.09
gain	40	3	-90.45
gain	3	41	-89.21
gain	41	3	-86.79
gain	3	42	-93.48
gain	42	3	-86.79
gain	3	43	-92.87
gain	43	3	-92.36
gain	3	44	-91.02
gain	44	3	-88.82
gain	3	45	-88.18
gain	45	3	-96.84
gain	3	46	-96.48
gain	46	3	-92.20
gain	3	47	-89.20
gain	47	3	-92.35
gain	3	48	-90.58
gain	48	3	-92.06
gain	3	49	-98.66
gain	49	3	-97.70
gain	3	50	-96.02
gain	50	3	-93.26
gain	3	51	-84.47
gain	51	3	-92.97
gain	3	52	-97.24
gain	52	3	-89.83
gain	3	53	-95.20
gain	53	3	-91.00
gain	3	54	-88.72
gain	54	3	-91.92
gain	3	55	-96.09
gain	55	3	-91.25
gain	3	56	-95.80
gain	56	3	-95.68
gain	3	57	-97.98
gain	57	3	-93.53
gain	3	58	-95.82
gain	58	3	-101.92
gain	3	59	-104.63
gain	59	3	-93.18
gain	3	60	-100.42
gain	60	3	-99.94
gain	3	61	-97.19
gain	61	3	-96.04
gain	3	62	-92.89
gain	62	3	-92.05
gain	3	63	-94.95
gain	63	3	-87.49
gain	3	64	-99.96
gain	64	3	-93.36
gain	3	65	-102.84
gain	65	3	-93.83
gain	3	66	-97.11
gain	66	3	-97.02
gain	3	67	-102.91
gain	67	3	-94.03
gain	3	68	-96.50
gain	68	3	-97.62
gain	3	69	-92.96
gain	69	3	-102.14
gain	3	70	-102.97
gain	70	3	-97.16
gain	3	71	-97.52
gain	71	3	-96.14
gain	3	72	-99.23
gain	72	3	-98.53
gain	3	73	-94.23
gain	73	3	-93.73
gain	3	74	-96.18
gain	74	3	-99.93
gain	3	75	-104.14
gain	75	3	-99.88
gain	3	76	-94.42
gain	76	3	-94.83
gain	3	77	-100.19
gain	77	3	-104.29
gain	3	78	-106.66
gain	78	3	-96.96
gain	3	79	-97.83
gain	79	3	-98.70
gain	3	80	-108.77
gain	80	3	-94.65
gain	3	81	-91.65
gain	81	3	-94.51
gain	3	82	-98.40
gain	82	3	-97.14
gain	3	83	-100.19
gain	83	3	-90.08
gain	3	84	-97.27
gain	84	3	-99.44
gain	3	85	-104.41
gain	85	3	-100.24
gain	3	86	-99.37
gain	86	3	-100.89
gain	3	87	-99.33
gain	87	3	-98.92
gain	3	88	-95.89
gain	88	3	-101.26
gain	3	89	-98.00
gain	89	3	-100.82
gain	3	90	-95.84
gain	90	3	-99.86
gain	3	91	-101.88
gain	91	3	-99.86
gain	3	92	-96.57
gain	92	3	-99.56
gain	3	93	-104.64
gain	93	3	-96.31
gain	3	94	-95.19
gain	94	3	-100.03
gain	3	95	-106.57
gain	95	3	-99.03
gain	3	96	-104.50
gain	96	3	-93.53
gain	3	97	-95.36
gain	97	3	-100.74
gain	3	98	-105.08
gain	98	3	-104.71
gain	3	99	-102.27
gain	99	3	-100.31
gain	4	5	-70.38
gain	5	4	-65.30
gain	4	6	-82.89
gain	6	4	-85.77
gain	4	7	-87.31
gain	7	4	-80.96
gain	4	8	-93.84
gain	8	4	-93.99
gain	4	9	-100.61
gain	9	4	-90.22
gain	4	10	-88.15
gain	10	4	-92.72
gain	4	11	-80.73
gain	11	4	-83.95
gain	4	12	-85.88
gain	12	4	-81.83
gain	4	13	-69.12
gain	13	4	-70.09
gain	4	14	-83.33
gain	14	4	-72.25
gain	4	15	-76.35
gain	15	4	-73.87
gain	4	16	-80.88
gain	16	4	-79.38
gain	4	17	-81.64
gain	17	4	-82.57
gain	4	18	-97.18
gain	18	4	-82.38
gain	4	19	-98.25
gain	19	4	-89.99
gain	4	20	-98.91
gain	20	4	-87.21
gain	4	21	-88.19
gain	21	4	-82.51
gain	4	22	-84.09
gain	22	4	-85.60
gain	4	23	-72.98
gain	23	4	-76.54
gain	4	24	-79.77
gain	24	4	-75.81
gain	4	25	-83.10
gain	25	4	-80.75
gain	4	26	-90.22
gain	26	4	-75.28
gain	4	27	-89.91
gain	27	4	-85.96
gain	4	28	-94.69
gain	28	4	-85.50
gain	4	29	-94.54
gain	29	4	-87.54
gain	4	30	-103.90
gain	30	4	-93.33
gain	4	31	-95.51
gain	31	4	-93.05
gain	4	32	-88.31
gain	32	4	-84.31
gain	4	33	-87.43
